address,area,baths,beds,date,lat,link,long,popularity,price,property_type,size,price_per_meter,price_per_bedroom
"Vesna, 57 Rosewood, Ballincollig, Co. Cork",Rosewood,3.0,4.0,2021-08-02,51.88865181082447,https://www.daft.ie/for-sale/detached-house-vesna-57-rosewood-ballincollig-co-cork/3433450,-8.575978970851866,6147,395000,Detached,203.0,1945.8128078817733,98750.0
"The Bungalow, Coolroe, Ballincollig, Co. Cork",Coolroe,2.0,4.0,2021-08-02,51.885279789132504,https://www.daft.ie/for-sale/detached-house-the-bungalow-coolroe-ballincollig-co-cork/3439755,-8.622716969745719,1509,375000,Detached,116.0,3232.7586206896553,93750.0
"92 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",Old Quarter,2.0,3.0,2021-08-02,51.89008441064981,https://www.daft.ie/for-sale/detached-house-92-leslies-arch-old-quarter-ballincollig-co-cork/3439767,-8.590014945710507,2486,330000,Detached,93.0,3548.3870967741937,110000.0
"126 Caisleé¡n Way, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2021-07-31,51.88419579207018,https://www.daft.ie/for-sale/semi-detached-house-126-caisle-n-way-ballincollig-co-cork/3483728,-8.604721941977742,779,285000,Semi-D,87.0,3275.862068965517,95000.0
"5 Farran View Cottages, Clashanure, Ovens, Co. Cork",Ovens,3.0,4.0,2021-07-29,51.88127654707539,https://www.daft.ie/for-sale/semi-detached-house-5-farran-view-cottages-clashanure-ovens-co-cork/1445534,-8.658682937965343,48270,230000,Semi-D,130.0,1769.2307692307693,57500.0
"1 Manor Avenue, Grange Manor, Ovens, Co. Cork",Ovens,2.0,3.0,2021-07-27,51.88127654707539,https://www.daft.ie/for-sale/detached-house-1-manor-avenue-grange-manor-ovens-co-cork/3439735,-8.658682937965343,1275,335000,Detached,118.0,2838.9830508474574,111666.66666666667
"Fernway, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,4.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,255000,Duplex for sale,,,63750.0
104 Caisleán Grove ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,279000,None,,,93000.0
22 Beech Road Muskerry Estate Ballincollg ,Muskerry Estate,2.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,350000,None,,,116666.66666666667
"200 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,3.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,250000, Semi-Detached House,,,83333.33333333333
79 Coopers Grange Old Quarter ,Old Quarter,2.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,345000,None,,,115000.0
8 Millers Court Old Quarter ,Old Quarter,2.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,345000,None,,,115000.0
50 Old Court Greenfields ,Greenfield,2.0,3.0,2019-06-12,51.88072634468436,Mitula,-8.611355403381314,0,350000,None,,,116666.66666666667
"Innis Moy, Castle Road, Ballincollig, Co. Cork",Castle Road,0.0,3.0,2019-06-12,51.88234227885882,None,-8.598250759204856,0,295000, Detached House,,,98333.33333333333
"5 Old Court, Greenfields, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.88072634468436,None,-8.611355403381314,0,440000, Detached House,,,110000.0
"4 Carriganarra, Ballincollig, Co. Cork",Carriganarra,1.0,4.0,2019-06-12,51.88456579585057,None,-8.579854607281877,0,350000,Bungalow for sale,,,87500.0
"98 Beech Park, Ballincollig, Co. Cork",Beech Park,1.0,3.0,2019-06-12,51.88446282578453,None,-8.586660730369518,0,220000, Semi-Detached House,,,73333.33333333333
"25 The Close, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,,,87500.0
"33 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,0.0,3.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,265000, Terraced House,,,88333.33333333333
"4 Old Quarry, Coolroe, Ballincollig, Co. Cork",Coolroe,2.0,2.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,225000,Apartment for sale,,,112500.0
"1 Tara, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,220000,Apartment for sale,,,110000.0
"168 Caislean View, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,265000, Semi-Detached House,,,88333.33333333333
24 The Stables Coolroe ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,260000,None,,,86666.66666666667
104 Caisleé N Grove ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,279000,None,,,93000.0
"44 Daffodil Fields, Ballincollig, Co. Cork",Daffodil Fields,3.0,4.0,2019-06-12,51.89114262893351,None,-8.573402430369397,0,365000, Semi-Detached House,,,91250.0
4 Leo Murphy Terrace ,Town Center,2.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,220000,None,,,73333.33333333333
14 The Avenue Highfield Park ,Highfield,2.0,3.0,2019-06-12,51.88483134751022,Mitula,-8.573114016875365,0,325000,None,,,108333.33333333333
21 Aylsbury ,Aylsbury,3.0,3.0,2019-06-12,51.88284449037205,Mitula,-8.620440916875387,0,320000,None,,,106666.66666666667
98 Leslies Arch Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,350000,None,,,116666.66666666667
45 Waltham Abbey Old Quarter ,Old Quarter,4.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,225000,None,,,75000.0
43 Beech Park ,Beech Park,4.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,249500,None,,,83166.66666666667
32 Aylsbury Downs ,Aylsbury,4.0,3.0,2019-06-12,51.88284449037205,Mitula,-8.620440916875387,0,245000,None,,,81666.66666666667
18 The Brambles Classes Lake ,Classis Lake,3.0,3.0,2019-06-12,51.885860990087174,Mitula,-8.62822296864587,0,385000,None,,,128333.33333333333
48 Beech Park ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,219500,None,,,73166.66666666667
21 Church View Station Road ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,260000,None,,,86666.66666666667
The Willows Lisheens ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,365000,None,,,121666.66666666667
27 Barley Grove The Maltings ,The Maltings,3.0,3.0,2019-06-12,51.88503727921537,Mitula,-8.591352822622822,0,259500,None,,,86500.0
9 The Meadows West Village ,West Village,3.0,3.0,2019-06-12,51.88675485217772,Mitula,-8.606397553304374,0,255000,None,,,85000.0
24 An Caislean Close ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,259000,None,,,86333.33333333333
31 An Caislean Drive ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,249500,None,,,83166.66666666667
95 An Caislean ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,240000,None,,,80000.0
Type E Heathfield Carriganarra ,Carriganarra,3.0,3.0,2019-06-12,51.88456579585057,Mitula,-8.579854607281877,0,380000,None,,,126666.66666666667
"Coolroe, Ballincollig, Co. Cork
                ",Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,380000,None,,,126666.66666666667
"36 Castlepark, Ballincollig, Ballincollig, Cork
                ",Castlepark,3.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,225000,None,,,75000.0
"17 Coolroe Heights, Ballincollig, Cork City
                ",Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,295000,None,,,98333.33333333333
10 Glincool Gardens ,Maglin,3.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,,,103333.33333333333
Station Road ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,250000,None,,,83333.33333333333
Devair 47 Church View ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,260000,None,,,86666.66666666667
47 Churchview ,Church View,3.0,3.0,2019-06-12,51.88549636879165,Mitula,-8.592625889887055,0,260000,None,,,86666.66666666667
182 The Willows Carrigalee ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,275000,None,,,91666.66666666667
182 The Willows ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,275000,None,,,91666.66666666667
37 Aisling Lawn ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,240000,None,,,80000.0
20 Cranford Pines ,Beech Park,4.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,280000,None,,,93333.33333333333
Clareemmlorr 57 Carriganarra Estate ,Carriganarra,3.0,3.0,2019-06-12,51.88456579585057,Mitula,-8.579854607281877,0,300000,None,,,100000.0
118 Caisleán Way ,An Caislean,4.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,280000,None,,,93333.33333333333
69 Coopers Grange Old Quarter ,Old Quarter,4.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,330000,None,,,110000.0
Rozel 165 Beech Park ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,330000,None,,,110000.0
20 Parknamore Rise ,Parknamore,3.0,3.0,2019-06-12,51.88458744794134,Mitula,-8.609309161051812,0,260000,None,,,86666.66666666667
10 Parknamore Rise ,Parknamore,4.0,3.0,2019-06-12,51.88458744794134,Mitula,-8.609309161051812,0,285000,None,,,95000.0
Farran Ovens ,Ovens,4.0,3.0,2019-06-12,51.88127654707539,Mitula,-8.658682937965343,0,325000,None,,,108333.33333333333
167 Rosewood ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,325000,None,,,108333.33333333333
203 Rosewood ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,240000,None,,,80000.0
48 Willow Grove Coolroe Heights ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,315000,None,,,105000.0
22 Glincool Gardens ,Maglin,4.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,295000,None,,,98333.33333333333
Innisfree 56 Maple Lawn ,Muskerry Estate,4.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,299000,None,,,99666.66666666667
57 Church View ,Town Center,3.0,3.0,2019-06-12,51.8878563321983,Mitula,-8.600737381727024,0,295000,None,,,98333.33333333333
48 The Close Coolroe Meadows ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,339000,None,,,113000.0
23 The Stables Coolroe ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,250000,None,,,83333.33333333333
95 Caisleé N Grove ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,240000,None,,,80000.0
63 The Cloisters ,The Cloisters,3.0,3.0,2019-06-12,51.88453436126935,Mitula,-8.578108099687265,0,325000,None,,,108333.33333333333
41 Millers Court Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,380000,None,,,126666.66666666667
Benamara 8 Wyndham Downs ,Wyndham Downs,3.0,3.0,2019-06-12,51.885942955874135,Mitula,-8.620296147557605,0,385000,None,,,128333.33333333333
8 Parknamore Heights ,Parknamore,3.0,3.0,2019-06-12,51.88458744794134,Mitula,-8.609309161051812,0,300000,None,,,100000.0
22 Cranford Pines ,Beech Park,3.0,3.0,2019-06-12,51.88446282578453,Mitula,-8.586660730369518,0,320000,None,,,106666.66666666667
The Cottage Coolroe ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,275000,None,,,91666.66666666667
11 Rosewood ,Rosewood,3.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,320000,None,,,106666.66666666667
158 An Caislean View ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,265000,None,,,88333.33333333333
36 Coolroe Heights ,Coolroe,3.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,260000,None,,,86666.66666666667
108 An Caislean ,An Caislean,3.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,290000,None,,,96666.66666666667
21 Glincool Gardens ,Maglin,3.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,,,103333.33333333333
4 Willow Drive Muskerry Estate ,Muskerry Estate,4.0,3.0,2019-06-12,51.885514844369936,Mitula,-8.596310161258103,0,295000,None,,,98333.33333333333
"14 The Avenue, Highfield Park, Ballincollig, Cork
                ",Highfield,2.0,3.0,2019-06-12,51.88483134751022,Mitula,-8.573114016875365,0,325000,None,,,108333.33333333333
"23 Parknamore Rise, Ballincollig, Co. Cork",Parknamore,1.0,3.0,2019-06-12,51.88458744794134,None,-8.609309161051812,0,270000, Semi-Detached House,,,90000.0
"30 The Heathers, Classes Lake, Ballincollig, Co. Cork",Classis Lake,2.0,3.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,295000, Semi-Detached House,,,98333.33333333333
"2 The Cloisters, Ballincollig, Co. Cork",The Cloisters,2.0,3.0,2019-06-12,51.88453436126935,None,-8.578108099687265,0,275000, Semi-Detached House,,,91666.66666666667
"148 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2019-06-12,51.891200115264226,None,-8.597460712163135,0,295000, End of Terrace House,,,98333.33333333333
"17 Tara, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,220000,Apartment for sale,,,110000.0
"35 The Lawn, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,330000, End of Terrace House,,,82500.0
"Rowan House, Poulavone, Ballincollig, Co. Cork",Town Center,2.0,5.0,2019-06-12,51.8878563321983,None,-8.600737381727024,0,480000, Detached House,,,96000.0
"20 Granary Court, The Maltings, Ballincollig, Co. Cork",The Maltings,1.0,2.0,2019-06-12,51.88503727921537,None,-8.591352822622822,0,220000,Apartment for sale,,,110000.0
"72 Old Court, Greenfields, Killumney Road, Ballincollig, Co. Cork",Greenfield,3.0,4.0,2019-06-12,51.88072634468436,None,-8.611355403381314,0,360000, Semi-Detached House,,,90000.0
"92 The Green, Coolroe Meadows, Ballincollig, Co. Cork",Coolroe,3.0,4.0,2019-06-12,51.8852797891325,None,-8.622716969745719,0,350000, Semi-Detached House,,,87500.0
"36 Parknamore, Ballincollig, Co. Cork",Parknamore,4.0,4.0,2019-06-12,51.88458744794134,None,-8.609309161051812,0,335000, Semi-Detached House,,,83750.0
"1 Limeworth, Ballincollig, Co. Cork",Maglin,4.0,4.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,875000, Detached House,,,218750.0
"8 Rosewood, Ballincollig, Co. Cork",Rosewood,2.0,3.0,2019-06-12,51.88865181082447,None,-8.575978970851866,0,320000, Semi-Detached House,,,106666.66666666667
"69 Beech Park, Ballincollig, Co. Cork",Beech Park,2.0,6.0,2019-06-12,51.88446282578453,None,-8.586660730369518,0,245000, Semi-Detached House,,,40833.333333333336
"59 Castle Avenue Muskerry Estate, Ballincollig, Co. Cork",Muskerry Estate,2.0,4.0,2019-06-12,51.885514844369936,None,-8.596310161258103,0,280000, Semi-Detached House,,,70000.0
36 Castlepark ,Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,225000,None,,,75000.0
Apartment 19 Newgrange An Caislean ,An Caislean,2.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,249000,None,,,83000.0
12 The Stables Coolroe ,Coolroe,2.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,380000,None,,,126666.66666666667
118 Castlepark ,Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,210000,None,,,70000.0
17 Coolroe Heights ,Coolroe,2.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,295000,None,,,98333.33333333333
2 Glendower Court ,Glendower Court,2.0,3.0,2019-06-12,51.89097713659068,Mitula,-8.579260601534097,0,315000,None,,,105000.0
36 Westcourt Heights ,Westcourt,2.0,3.0,2019-06-12,51.88681255417706,Mitula,-8.616295628522488,0,345000,None,,,115000.0
"118 Castlepark, P31w899
                ",Castlepark,2.0,3.0,2019-06-12,51.88653927567583,Mitula,-8.585310716875346,0,210000,None,,,70000.0
57 57a Rosewood ,Rosewood,2.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,395000,None,,,131666.66666666666
Vesna 57 Rosewood ,Rosewood,2.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,395000,None,,,131666.66666666666
"163 Willowcourt, Ballincollig, Co. Cork",Willow Court,1.0,3.0,2019-06-12,51.893032959718205,None,-8.580903401534059,0,235000, Semi-Detached House,,,78333.33333333333
"21 Parknamore Rise, Ballincollig, Co. Cork",Parknamore,2.0,3.0,2019-06-12,51.88458744794134,None,-8.609309161051812,0,270000, Detached House,,,90000.0
118 An Caislean ,An Caislean,4.0,3.0,2019-06-12,51.88419579207018,Mitula,-8.604721941977742,0,280000,None,,,93333.33333333333
"11 Glincool Grove, Glincool, Ballincollig, Co. Cork",Maglin,3.0,4.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,310000, Detached House,,,77500.0
9 Rosewood Estate ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,295000,None,,,98333.33333333333
12 Glincool Gardens ,Maglin,4.0,3.0,2019-06-12,51.88135112776452,Mitula,-8.59523805920491,0,310000,None,,,103333.33333333333
17 The Heathers Classes Lake ,Classis Lake,4.0,3.0,2019-06-12,51.885860990087174,Mitula,-8.62822296864587,0,290000,None,,,96666.66666666667
32 Coolroe Heights ,Coolroe,4.0,3.0,2019-06-12,51.8852797891325,Mitula,-8.622716969745719,0,295000,None,,,98333.33333333333
114 Rosewood Est ,Rosewood,4.0,3.0,2019-06-12,51.88865181082447,Mitula,-8.575978970851866,0,285000,None,,,95000.0
48 The Willows Classes Lake ,Carrigrohanebeg,3.0,3.0,2019-06-12,51.893099170701504,Mitula,-8.580849757357647,0,305000,None,,,101666.66666666667
"16 Newgrange, An Caislean, Ballincollig, Co. Cork",An Caislean,2.0,2.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,225000,Apartment for sale,,,112500.0
46 Coopers Grange Old Quarter ,Old Quarter,3.0,3.0,2019-06-12,51.891200115264226,Mitula,-8.597460712163135,0,335000,None,,,111666.66666666667
"208 The Willows, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,3.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,250000, Semi-Detached House,,,83333.33333333333
"102 The Cloisters, Ballincollig, Co. Cork",The Cloisters,2.0,3.0,2019-06-12,51.88453436126935,None,-8.578108099687265,0,280000, Semi-Detached House,,,93333.33333333333
"77 An Caislean Drive, Ballincollig, Co. Cork",An Caislean,3.0,3.0,2019-06-12,51.88419579207018,None,-8.604721941977742,0,260000, Semi-Detached House,,,86666.66666666667
"12 Glincool Gardens, Ballincollig, Co. Cork",Maglin,2.0,3.0,2019-06-12,51.88135112776452,None,-8.59523805920491,0,325000, Detached House,,,108333.33333333333
"3 The Avenue, Highfield Park, Ballincollig, Co. Cork",Highfield,3.0,3.0,2019-06-12,51.88483134751022,None,-8.573114016875365,0,285000,Apartment for sale,,,95000.0
"35 Manor Hill, Ballincollig, Co. Cork",Manor Hill,1.0,3.0,2019-06-12,51.89121035709487,None,-8.575907457357648,0,220000, Semi-Detached House,,,73333.33333333333
"Dunvara, Coolatubrid, Carrigrohane, Ballincollig, Co. Cork",Carrigrohane,2.0,3.0,2019-06-12,51.89118108080445,None,-8.570433423222292,0,285000,Bungalow for sale,,,95000.0
"105 Cedardale, Ballincollig, Co. Cork",Carrigrohanebeg,1.0,4.0,2019-06-12,51.893099170701504,None,-8.580849757357647,0,265000, Detached House,,,66250.0
"52 The Crescent, Old Fort Road, Ballincollig, Co. Cork",The Crescent,2.0,2.0,2019-06-12,51.889746890037934,None,-8.592724974545813,0,260000,Apartment for sale,,,130000.0
"1 Elm Walk, Classes Lake, Ballincollig, Co. Cork",Classis Lake,4.0,5.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,460000, Detached House,,,92000.0
"2 Fernway, Classes Lake, Ballincollig, Co. Cork",Classis Lake,3.0,3.0,2019-06-12,51.885860990087174,None,-8.62822296864587,0,255000,Duplex for sale,,,85000.0
"28 Waltham Abbey, Old Quarter, Ballincollig, Co. Cork",Old Quarter,3.0,3.0,2019-06-12,51.891200115264226,None,-8.597460712163135,0,365000, Semi-Detached House,,,121666.66666666667
"30 Wyndham Downs, Ballincollig, Co. Cork",Wyndham Downs,2.0,3.0,2019-06-12,51.885942955874135,None,-8.620296147557605,0,325000,Bungalow for sale,,,108333.33333333333
"4 Shalamir Court, Ballincollig, Co. Cork",Shalimar Court,3.0,3.0,2019-06-12,51.888961305358066,None,-8.578969730369383,0,249500,Duplex for sale,,,83166.66666666667
